Prospectus Type,Document Type,Consideration offered,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,Issuer(s) Name / LEI,ISIN,First Passporting Date,Last Update Date,Host Member State(s),National Document ID
Standalone Prospectus,Standalone prospectus,,,19/06/2019,SLOVAKIA,Debt with denomination < €100.000,Aquila Real Asset Finance II a.s. -  ,,,24/06/2019,CZECHIA,CZ000522245
Standalone Prospectus,Standalone prospectus,,,12/06/2019,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. -  ",,,24/06/2019,,SK4000015392
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,11/06/2019,SLOVAKIA,,"Slovenská sporiteľňa, a.s.  -  ",SK4000015319,,11/06/2019,,100-000-173-030
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,11/06/2019,SLOVAKIA,,"Slovenská sporiteľňa, a.s.  -  ",SK4000015194,,11/06/2019,,100-000-169-485
Base Prospectus,Base prospectus without Final terms,,,10/06/2019,SLOVAKIA,Debt with denomination < €100.000,"Tatra banka, a.s. - 3157002JBFAI478MD587",,,24/06/2019,,NBS1-000-038-179
Standalone Prospectus,Standalone prospectus,,,07/06/2019,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. -  ",,,24/06/2019,,SK4000015343
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,06/06/2019,SLOVAKIA,,"Slovenská sporiteľňa, a.s.  -  ",SK4000015293,,06/06/2019,,100-000-172-490
Standalone Prospectus,Standalone prospectus,,,16/05/2019,SLOVAKIA,Debt with denomination < €100.000,"Penta Public Funding II, s.r.o. -  ",,,16/05/2019,,SK4000015202
Standalone Prospectus,Standalone prospectus,,,16/05/2019,SLOVAKIA,Debt with denomination < €100.000,"EMMA GAMMA FINANCE, a.s. - 097900BHGQ0000078428",,,24/06/2019,,SK4000015210
Standalone Prospectus,Standalone prospectus,,,14/05/2019,SLOVAKIA,Debt with denomination < €100.000,SAB Financing Group a.s. -  ,,,15/05/2019,CZECHIA,NBS1-000-037-117
Standalone Prospectus,Standalone prospectus,,,14/05/2019,SLOVAKIA,Debt with denomination < €100.000,SAB Financing Group a.s. -  ,,,15/05/2019,CZECHIA,NBS1-000-037-118
Standalone Prospectus,Standalone prospectus,,,24/04/2019,SLOVAKIA,Debt with denomination ≥ €100.000,"J&T ENERGY FINANCING EUR VI, a.s. -  ",,,02/05/2019,,SK4120015181
Standalone Prospectus,Standalone prospectus,,,08/04/2019,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",,,09/04/2019,CZECHIA,SK4120015082
Standalone Prospectus,Standalone prospectus,,,04/04/2019,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",,,09/04/2019,,SK4120015090
Standalone Prospectus,Standalone prospectus,,,04/04/2019,SLOVAKIA,Debt with denomination < €100.000,ZWIRN area s.r.o. - 097900BJCS0000187743,,,09/04/2019,,SK4120015132
Standalone Prospectus,Standalone prospectus,,,04/04/2019,SLOVAKIA,Debt with denomination < €100.000,ZWIRN area s.r.o. - 097900BJCS0000187743,,,09/04/2019,,SK4120015140
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,25/03/2019,SLOVAKIA,,"Všeobecná úverová banka, a.s. -  ",SK4120015108,,25/03/2019,LUXEMBOURG,100-000-161-318
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,22/03/2019,SLOVAKIA,,"Slovenská sporiteľňa, a.s.  -  ",SK5110000919,,22/03/2019,,100-000-160-074
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,22/03/2019,SLOVAKIA,,"Slovenská sporiteľňa, a.s.  -  ",SK5110000901,,22/03/2019,,100-000-158-707
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,07/03/2019,SLOVAKIA,,"Slovenská sporiteľňa, a.s.  -  ",SK4120015017,,07/03/2019,,100-000-156-029
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,07/03/2019,SLOVAKIA,,HB REAVIS Finance SK V s.r.o. -  ,SK4120014853,,07/03/2019,,100-000-149-152
Base Prospectus,Base prospectus without Final terms,,,06/03/2019,SLOVAKIA,Debt with denomination < €100.000,"Všeobecná úverová banka, a.s. - 549300JB1P61FUTPEZ75",,,11/03/2019,LUXEMBOURG,100-000-156-795
Standalone Prospectus,Standalone prospectus,,,22/02/2019,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. -  ",,,26/02/2019,,SK4120015009
Base Prospectus,Base prospectus without Final terms,,,21/02/2019,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,26/02/2019,,NBS1-000-034-012
Standalone Prospectus,Standalone prospectus,,,12/02/2019,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. -  ",,,18/02/2019,,SK4120014937
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,05/02/2019,SLOVAKIA,,"Slovenská sporiteľňa, a.s.  -  ",SK4120014929,,05/02/2019,,100-000-151-305
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,28/01/2019,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120014572,,28/01/2019,,100-000-144-670
Standalone Prospectus,Standalone prospectus,,,25/01/2019,SLOVAKIA,Debt with denomination < €100.000,"Lucron Finance, s.r.o. -  ",,,07/02/2019,,SK4120014234
Standalone Prospectus,Standalone prospectus,,,23/01/2019,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. -  ",,,24/01/2019,,SK4120014895
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,23/01/2019,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120014796,,23/01/2019,,100-000-138-887
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,23/01/2019,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120014754,,23/01/2019,,100-000-137-586
Standalone Prospectus,Standalone prospectus,,,21/01/2019,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. -  ",,,23/01/2019,,SK4120014887
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,08/01/2019,SLOVAKIA,,"Slovenská sporiteľňa, a.s.  -  ",SK4120014812,,08/01/2019,,100-000-140-838
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,08/01/2019,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120014770,,08/01/2019,,100-000-139-740
Base Prospectus,Base prospectus without Final terms,,,14/12/2018,SLOVAKIA,Debt with denomination < €100.000,Exponea s.r.o. -  ,,,02/01/2019,,NBS1-000-031-092
Base Prospectus,Base prospectus without Final terms,,,04/12/2018,SLOVAKIA,Debt with denomination < €100.000,HB REAVIS Finance SK V  s. r. o. -  ,,,04/12/2018,,NBS1-000-030-940
Standalone Prospectus,Standalone prospectus,,,19/11/2018,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. -  ",,,21/11/2018,,SK4120014762
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,14/11/2018,SLOVAKIA,,"Všeobecná úverová banka, a.s. -  ",SK4120011792,,14/11/2018,,ODT-7655/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,14/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000588,,14/11/2018,,ODT-7497/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,14/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120011479,,14/11/2018,,ODT-1847/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,14/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000596,,14/11/2018,,ODT-8236/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,14/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000489,,14/11/2018,,ODT-1400/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,14/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000554,,14/11/2018,,ODT-6645/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,14/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120011453,,14/11/2018,,ODT-1399/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,14/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000471,,14/11/2018,,ODT-1149/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,14/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000513,,14/11/2018,,ODT-2842/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,14/11/2018,SLOVAKIA,,"Všeobecná úverová banka, a.s. -  ",SK4120012469,,14/11/2018,,100-000-017-185
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,14/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000604,,14/11/2018,,ODT-10283/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,14/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000505,,14/11/2018,,ODT-2255/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,14/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000612,,14/11/2018,,ODT-12243/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,14/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000497,,14/11/2018,,ODT-2086/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,14/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000521,,14/11/2018,,ODT-3623/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,13/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120011685,,13/11/2018,,ODT-6168/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,13/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120011768,,13/11/2018,,ODT-7227/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,13/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120012014,,13/11/2018,,ODT-10487/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,13/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120011875,,13/11/2018,,ODT-8840/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,13/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120011644,,13/11/2018,,ODT-6049/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,13/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120011602,,13/11/2018,,ODT-3954/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,13/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120012089,,13/11/2018,,ODT-11622/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,13/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000463,,13/11/2018,,ODT-1145/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,13/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120011974,,13/11/2018,,ODT-9624/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,12/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120011560,,12/11/2018,,ODT-3057/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,12/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120011586,,12/11/2018,,ODT-3345/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,12/11/2018,SLOVAKIA,,"Všeobecná úverová banka, a.s. -  ",SK4120014531,,12/11/2018,,100-000-0130-222
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,12/11/2018,SLOVAKIA,,"Všeobecná úverová banka, a.s. -  ",SK4120012824,,12/11/2018,,100-000-036-098
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,12/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120011552,,12/11/2018,,ODT-3136/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,12/11/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120011537,,12/11/2018,,ODT-2831/2016
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,12/11/2018,SLOVAKIA,,"Všeobecná úverová banka, a.s. -  ",SK4120013251,,12/11/2018,,100-000-061-122
Standalone Prospectus,Standalone prospectus,,,02/11/2018,SLOVAKIA,Debt with denomination < €100.000,"Across Funding, a.s. -  ",,,06/11/2018,,SK4120014309
Standalone Prospectus,Standalone prospectus,,,31/10/2018,SLOVAKIA,Debt with denomination < €100.000,"REALITY INVESTING Bond, a.s. -  ",,,02/11/2018,CZECHIA,SK4210000952_2
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000778,,29/10/2018,,100-000-103-334
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000802,,29/10/2018,,100-000-104-965
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000893,,29/10/2018,,100-000-130-482
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120014457,,29/10/2018,,100-000-120-544
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120013087,,29/10/2018,,100-000-048-693
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120012816,,29/10/2018,,100-000-034-555
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000885,,29/10/2018,,100-000-127-748
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120013939,,29/10/2018,,100-000-094-052
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120013236,,29/10/2018,,100-000-060-367
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120013442,,29/10/2018,,100-000-068-368
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,HB REAVIS Finance SK III s. r. o. -  ,SK4120013384,,29/10/2018,,100-000-065-712
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120013434,,29/10/2018,,100-000-067-857
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000844,,29/10/2018,,100-000-118-489
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,HB REAVIS Finance SK III s. r. o. -  ,SK4120012915,,29/10/2018,,100-000-040-444
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000760,,29/10/2018,,100-000-102-181
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120012303,,29/10/2018,,100-000-010-295
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000877,,29/10/2018,,100-000-120-546
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000810,,29/10/2018,,100-000-109-651
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120013301,,29/10/2018,,100-000-059-208
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000851,,29/10/2018,,100-000-118-491
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,HB REAVIS Finance SK III s. r. o. -  ,SK4120012634,,29/10/2018,,100-000-026-190
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120014572,,29/10/2018,,100-000-127-745
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120014242,,29/10/2018,,100-000-111-733
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120013715,,29/10/2018,,100-000-082-939
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120012410,,29/10/2018,,100-000-013-153
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120013897,,29/10/2018,,100-000-091-841
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120012873,,29/10/2018,,100-000-037-726
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,HB REAVIS Finance SK III s. r. o. -  ,SK4120012311,,29/10/2018,,100-000-010-092
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4120014523,,29/10/2018,,100-000-124-744
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2018,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK5110000752,,29/10/2018,,100-000-088-210
