Prospectus Type,Document Type,Consideration offered,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,Issuer(s) Name / LEI,ISIN,First Passporting Date,Last Update Date,Host Member State(s),National Document ID
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/08/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009539702,,02/11/2023,,220010064
Base Prospectus,Base prospectus without Final terms,,,29/06/2022,DENMARK,,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,,,19/10/2023,,DK220008543
Base Prospectus,Base prospectus without Final terms,,,29/06/2022,DENMARK,,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,,,19/10/2023,,DK220008543
Base Prospectus,Base prospectus without Final terms,,,29/06/2022,DENMARK,,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,,,19/10/2023,,DK220008543
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,27/06/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009409336,,27/06/2022,,DK220007955
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,27/06/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009409419,,27/06/2022,,DK220007955
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,27/06/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009409682,,27/06/2022,,DK220008120
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,27/06/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009409765,,27/06/2022,,DK220008120
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,27/06/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009409849,,27/06/2022,,DK220008120
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,27/06/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009409922,,27/06/2022,,DK220008284
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009538811,,02/11/2023,,220008178
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009539033,,02/11/2023,,220008178
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009537763,,02/11/2023,,220008178
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009537847,,02/11/2023,,220008178
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009537920,,02/11/2023,,220008178
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009538068,,02/11/2023,,220008178
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009538142,,02/11/2023,,220008178
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009538225,,02/11/2023,,220008178
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009538308,,02/11/2023,,220008178
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009538498,,02/11/2023,,220008178
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009538571,,02/11/2023,,220008178
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009538654,,02/11/2023,,220008178
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009539116,,02/11/2023,,220008178
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009539389,,02/11/2023,,220008178
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009539462,,02/11/2023,,220008178
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009539546,,02/11/2023,,220008178
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009539629,,02/11/2023,,220008178
Base Prospectus,Base prospectus without Final terms,,22/06/2022,21/06/2022,DENMARK,,Force Bidco A/S - 9845007BA4ZD9CCR8846,SE0016275820,22/06/2022,22/06/2022,SWEDEN,DK220008235
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/06/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002056050,,23/06/2022,,DK220008006
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,17/06/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002055912,,23/06/2022,,DK220008006
Base Prospectus,Base prospectus without Final terms,,,16/06/2022,DENMARK,,Swiss Properties Invest A/S - 636700W3Y3309V1FFE44,DK0061805660,,17/06/2022,,DK220007981
Standalone Prospectus,Standalone prospectus,93728670,11/10/2023,15/06/2022,DENMARK,Shares,Scandion Oncology A/S - 549300MPWDMQ5LZEGD09,DK0061031895,11/10/2023,11/10/2023,SWEDEN,DK220007856
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/06/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002055839,,16/06/2022,,DK0002055839
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/06/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002055839,,16/06/2022,,DK220007862
Base Prospectus,Base prospectus without Final terms,,,15/06/2022,DENMARK,,AKTIESELSKABET ARBEJDERNES LANDSBANK - 549300D6BJ7XOO03RR69,,,16/06/2022,,DK220007929
Standalone Prospectus,Standalone prospectus,Max 29447866,15/06/2022,13/06/2022,DENMARK,Shares,INITIATOR PHARMA A/S - 213800DFI4I1A5RVKB59,DK0060775872,15/06/2022,15/06/2022,SWEDEN,220007844
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,09/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009537417,,02/11/2023,,220007570
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,09/06/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009537680,,02/11/2023,,220007570
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,31/05/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002055169,,01/06/2022,,220007133
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,31/05/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002055243,,01/06/2022,,220007133
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,31/05/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002055326,,01/06/2022,,220007133
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,31/05/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002055409,,01/06/2022,,220007133
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,31/05/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002055599,,01/06/2022,,220007133
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,31/05/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002055672,,01/06/2022,,220007133
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,31/05/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002055755,,01/06/2022,,220007133
Base Prospectus,Base prospectus without Final terms,Not applicable,,25/05/2022,DENMARK,Debt with denomination ≥ €100.000,ALM. Brand A/S - 549300H4TGLJVZ6VTA48,DK0030497953,,23/10/2023,,220006977
Base Prospectus,Base prospectus without Final terms,,13/06/2022,20/05/2022,DENMARK,,H. LUNDBECK A/S - 5493006R4KC2OI5D3470,DK0061804697,10/06/2022,20/05/2022,"AUSTRIA,CYPRUS,FRANCE,GERMANY,IRELAND,ITALY,LUXEMBOURG,NETHERLANDS,NORWAY,SPAIN,SWEDEN",220006720
Base Prospectus,Base prospectus without Final terms,,13/06/2022,20/05/2022,DENMARK,,H. LUNDBECK A/S - 5493006R4KC2OI5D3470,DK0061804770,10/06/2022,20/05/2022,"AUSTRIA,CYPRUS,FRANCE,GERMANY,IRELAND,ITALY,LUXEMBOURG,NETHERLANDS,NORWAY,SPAIN,SWEDEN",220006720
Base Prospectus,Base prospectus without Final terms,,,12/05/2022,DENMARK,,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,,,16/05/2022,,220006332
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,11/05/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004623659,,16/05/2022,,220006197
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,11/05/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004623733,,16/05/2022,,220006197
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,10/05/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002054949,,16/05/2022,,220006105
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,10/05/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002055086,,16/05/2022,,220006105
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,10/05/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009409252,,20/10/2023,,220006097
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,10/05/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009409179,,20/10/2023,,220006097
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,09/05/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004623576,,16/05/2022,,220005948
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,09/05/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004623493,,16/05/2022,,220005948
Base Prospectus,Supplement,,,05/05/2022,DENMARK,Debt with denomination < €100.000,DLR KREDIT A/S - 529900PR2ELW8QI1B775,,,05/05/2022,,220005789
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,29/04/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004623220,,05/05/2022,,220005486
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,29/04/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004623303,,05/05/2022,,220005486
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,29/04/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009409096,,20/10/2023,,220005503
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,27/04/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009408791,,28/04/2022,,220005387
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,27/04/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009408874,,28/04/2022,,220005387
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,27/04/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009408957,,28/04/2022,,220005387
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,26/04/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002054436,,05/05/2022,,220005289
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,26/04/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002054519,,05/05/2022,,220005289
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,26/04/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002054782,,05/05/2022,,220005289
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,26/04/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002054865,,05/05/2022,,220005289
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/04/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009408528,,28/04/2022,,220005025
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,21/04/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009408601,,28/04/2022,,220005025
Base Prospectus,Base prospectus with Final terms,Not applicable,,08/04/2022,DENMARK,Debt with denomination ≥ €100.000,ALM. Brand A/S - 549300H4TGLJVZ6VTA48,DK0030487806,,05/12/2023,,220004677
